Site,Dist,Site Name,Start,End,Latitude,Longitude,Source,State,Height,Bar Height,WMO
67015,67,BRINGELLY (MARYLAND),1867,  ..,-33.9696,150.725,GPS, NSW,122,       ..,     ..
67016,67,MINCHINBURY,1901,1970,-33.8,150.8333,....., NSW,45.7,       ..,     ..
67017,67,GREYSTANES (BATHURST STREET),2001,  ..,-33.8136,150.9392,GPS, NSW,70,       ..,     ..
67018,67,PENRITH LADBURY AVENUE,1890,1994,-33.7542,150.6783,....., NSW,25,       ..,     ..
67019,67,PROSPECT RESERVOIR,1887,  ..,-33.8193,150.9127,GPS, NSW,61,       ..,94736
67020,67,LIVERPOOL (MICHAEL WENDEN CENTRE),2001,2014,-33.9214,150.8861,GPS, NSW,20,       ..,     ..
67021,67,RICHMOND - UWS HAWKESBURY,1881,  ..,-33.6165,150.7477,GPS, NSW,20,       ..,     ..
67022,67,GALSTON (ROWLAND VILLAGE),1992,2009,-33.655,151.0553,GPS, NSW,195,       ..,     ..
67023,67,CANOELANDS (CANOELANDS),2003,  ..,-33.4972,151.0931,GPS, NSW,195,       ..,     ..
67024,67,ST MARYS BOWLING CLUB,1897,1984,-33.7667,150.7667,....., NSW,35,       ..,     ..
67025,67,ST MARYS MWSDB,1947,1973,-33.7333,150.7667,....., NSW,24,       ..,     ..
67026,67,SEVEN HILLS (COLLINS ST),1950,  ..,-33.7704,150.9318,GPS, NSW,50,       ..,     ..
67027,67,WARRAGAMBA,2004,  ..,-33.8902,150.5934,GPS, NSW,185,       ..,     ..
67028,67,PENRITH (SYDNEY CATCHMENT AUTHORITY ENVI,2006,  ..,-33.758,150.7054,MAP 1:250 000, NSW,         ..,       ..,     ..
67029,67,WALLACIA POST OFFICE,1943,  ..,-33.8637,150.641,GPS, NSW,50,       ..,     ..
67030,67,WILBERFORCE (GLEN ROCK),1938,1966,-33.55,150.8,....., NSW,15.2,       ..,     ..
67031,67,WINDSOR BOWLING CLUB,1897,2012,-33.61,150.8151,GPS, NSW,15,       ..,     ..
67032,67,WESTMEAD AUSTRAL AVENUE,1944,1992,-33.8144,150.9833,....., NSW,26,       ..,     ..
67033,67,RICHMOND RAAF,1928,1994,-33.6022,150.7794,....., NSW,19,21,     ..
67034,67,SEVEN HILLS (SYDNEY WESTERN SES ENVIROMO,2006,  ..,-33.7745,150.9534,MAP 1:250 000, NSW,         ..,       ..,     ..
67035,67,LIVERPOOL(WHITLAM CENTRE),1962,2001,-33.9272,150.9128,GPS, NSW,20,       ..,     ..
67036,67,AUSTRAL EIGHTH AVE,1964,1989,-33.9333,150.8167,....., NSW,60,       ..,     ..
67037,67,SCHOFIELDS BOUNDARY RD,1963,2014,-33.6947,150.8868,GPS, NSW,60,       ..,     ..
67038,67,HORNSBY (SYDNEY NORTHERN SES ENVIROMON B,2006,  ..,-33.7078,151.0995,MAP 1:250 000, NSW,         ..,       ..,     ..
67039,67,AJANA,1963,1964,-33.65,150.7667,....., NSW,         ..,       ..,     ..
67040,67,GUNDERMAN (WISEMANS FERRY RD),1962,  ..,-33.4528,151.0672,GPS, NSW,15,       ..,     ..
67041,67,UPPER PARRAMATTA RIVER CATCHMENT TRUST B,2006,  ..,-33.8155,151.0074,MAP 1:250 000, NSW,         ..,       ..,     ..
67042,67,KINGS LANGLEY (SOLANDER RD),1978,2012,-33.761,150.9498,GPS, NSW,81,       ..,     ..
67043,67,SHIPTON,1962,1962,-33.9667,150.65,....., NSW,         ..,       ..,     ..
67044,67,LOWER PORTLAND (ORANGE GROVE),1963,1988,-33.4481,150.8806,....., NSW,15,       ..,     ..
67045,67,SILVERDALE,1963,1965,-33.9167,150.6,....., NSW,274.3,       ..,     ..
67046,67,RICHMOND NORTH,1905,1928,-33.6,150.7,....., NSW,         ..,       ..,     ..
67047,67,ROSSMORE,1895,1920,-33.9333,150.75,....., NSW,         ..,       ..,     ..
67048,67,VINEYARD (ALREAN GLEN),1902,1921,-33.6667,150.9,....., NSW,         ..,       ..,     ..
67049,67,ARNOLD GROVE,1889,1918,-33.4,151.2,....., NSW,         ..,       ..,     ..
67050,67,BADGERYS CREEK SCHOOL,1919,1929,-33.8833,150.75,....., NSW,70,       ..,     ..
67051,67,BEECROFT 1,1888,1920,-33.7,151,....., NSW,         ..,       ..,     ..
67052,67,BEROWRA (GOODWYN ROAD),1903,  ..,-33.625,151.1491,GPS, NSW,225,       ..,     ..
67053,67,CASTLE HILL 1,1916,1936,-33.7,151,....., NSW,         ..,       ..,     ..
67054,67,WINDSOR THE PENINSULA,1861,1916,-33.6,150.8167,....., NSW,         ..,       ..,     ..
67055,67,PITT TOWN LAB.FARM (SCHEYVILLE),1895,1940,-33.5667,150.8833,....., NSW,         ..,       ..,     ..
67056,67,PITT TOWN (THE MANSE),1885,1929,-33.5667,150.8833,....., NSW,         ..,       ..,     ..
67057,67,PORTLAND LOWER,1902,1920,-33.4833,150.9333,....., NSW,         ..,       ..,     ..
67058,67,DURAL PUBLIC SCHOOL,1842,1918,-33.7333,151.0833,....., NSW,         ..,       ..,     ..
67059,67,BLACKTOWN,1963,1993,-33.7694,150.8856,....., NSW,58,       ..,     ..
67060,67,LONG POINT,1964,1968,-34.0167,150.9,....., NSW,45.7,       ..,     ..
67061,68,ROSSMORE (SOUTH CREEK),2007,  ..,-33.9353,150.7819,SURVEY, NSW,         ..,       ..,     ..
67062,67,CHERRYBROOK (CASUARINA DRIVE),2007,2015,-33.7312,151.0455,GPS, NSW,150,       ..,     ..
67063,67,COBBITTY (CUTHILL),1965,1973,-33.9833,150.6667,....., NSW,83.8,       ..,     ..
67064,67,CECIL PARK ANDERSONS RES.FARM,1964,1970,-33.8667,150.8333,....., NSW,82.3,       ..,     ..
67065,67,HORNSBY (SWIMMING POOL),2008,  ..,-33.7017,151.0958,....., NSW,180,       ..,     ..
67066,67,ERSKINE PARK RESERVOIR,2013,  ..,-33.8067,150.8,Unknown, NSW,85,       ..,     ..
67067,67,EMU PLAINS,1911,1996,-33.76,150.6567,....., NSW,31,       ..,     ..
67068,67,BADGERYS CREEK MCMASTERS F.STN,1936,1996,-33.8683,150.7278,....., NSW,65,       ..,     ..
67069,67,GREENVALLEY (MILLER),1967,1971,-33.9167,150.8667,....., NSW,         ..,       ..,     ..
67070,67,MERRYLANDS (WELSFORD STREET),1968,2012,-33.8269,150.9767,GPS, NSW,45,       ..,     ..
67071,67,THORNLEIGH BRIDGEVIEW CRESCENT,1968,1972,-33.7167,151.0833,....., NSW,187.5,       ..,     ..
67072,67,FAIRFIELD HEIGHTS POST OFFICE,1968,1975,-33.8667,150.9333,....., NSW,24.4,       ..,     ..
67073,67,MARALYA BOUNDARY ROAD,1963,1995,-33.62,150.8967,....., NSW,49,       ..,     ..
67074,67,WATSONS BAY (HMAS WATSON),1968,1974,-33.85,151.2833,....., NSW,45.7,       ..,     ..
67075,67,SCHOFIELDS,1951,1953,-33.7667,150.8667,....., NSW,         ..,20,     ..
67076,67,QUAKERS HILL TREATMENT WORKS,1948,  ..,-33.7364,150.8782,GPS, NSW,25,       ..,     ..
67077,67,NTH RICHMOND (HAWKESBURY),1867,1982,-33.5833,150.7333,....., NSW,         ..,       ..,     ..
67078,67,KENTHURST,1889,1920,-33.6667,151.0167,....., NSW,106.7,       ..,     ..
67079,67,HALECOTE LATE KEMPS CREEK,1892,1918,-33.9,150.7833,....., NSW,61,       ..,     ..
67080,67,WINSTON HILLS LANHAMS ROAD,1968,2006,-33.7774,150.9779,GPS, NSW,75,       ..,     ..
67081,67,SHANES PARK (SOUTH CREEK ROAD),2017,  ..,-33.7138,150.7732,DEM 9 Sec DTED, NSW,26,       ..,     ..
67082,67,SACKVILLE REACH,1891,1921,-33.4833,150.9,....., NSW,30.5,       ..,     ..
67083,67,MOUNT DRUITT FRANCIS STREET,1970,1976,-33.7667,150.8,....., NSW,39.9,       ..,     ..
67084,67,ORCHARD HILLS TREATMENT WORKS,1970,  ..,-33.802,150.7069,GPS, NSW,93,       ..,     ..
67086,67,DURAL (OLD NORTHERN ROAD),1973,  ..,-33.6837,151.0273,GPS, NSW,216,       ..,     ..
67087,67,GLENORIE (GATELEIGH PARK),1972,1973,-33.6167,151.0167,....., NSW,167.6,       ..,     ..
67088,67,CANLEY VALE,1886,1922,-33.8833,150.9333,....., NSW,15,       ..,     ..
67089,67,WEST PENNANT HILLS (CUMBERLAND STATE FOR,1949,  ..,-33.7459,151.0402,GPS, NSW,120,       ..,     ..
67090,67,FIDDLETOWN (BLOODWOOD ROAD),1964,  ..,-33.5684,151.0769,GPS, NSW,200,       ..,     ..
67091,67,CABRAMATTA,1945,1967,-33.9,150.9167,....., NSW,35,       ..,     ..
67092,67,QUAKERS HILL DOUGLAS RD.,1963,1971,-33.7333,150.8833,....., NSW,31,       ..,     ..
67093,67,WALLACIA WEIR (NEPEAN RIVER),1963,  ..,-33.8633,150.63,....., NSW,         ..,       ..,     ..
67094,67,LOWER PORTLAND (HAWKESBURY RIVER),1962,  ..,-33.4383,150.8917,....., NSW,         ..,       ..,     ..
67095,67,WINDSOR BRIDGE (HAWKESBURY RIVER),1799,  ..,-33.6017,150.82,....., NSW,         ..,       ..,     ..
67096,67,PENRITH (GLENROY),1917,1923,-33.7667,150.7,....., NSW,27,       ..,     ..
67097,67,PRESTONS BERNERA ROAD,1983,1985,-33.9333,150.8667,....., NSW,25,       ..,     ..
67098,67,WEST PENNANT HILLS  (ORATAVA AVE),1941,2006,-33.7487,151.0449,MAP 1:25 000, NSW,140,       ..,     ..
67099,67,INGLEBURN (SCENIC HILLS),1985,1990,-34.0014,150.8364,....., NSW,60,       ..,     ..
67100,67,CASTLE HILL (KATHLEEN AVE),1985,  ..,-33.7248,150.992,GPS, NSW,90,       ..,     ..
67101,67,BOX HILL JUNCTION ROAD,1985,1995,-33.6649,150.878,GPS, NSW,25,       ..,     ..
67102,67,ST CLAIR (JUBA CLOSE),1985,2013,-33.8044,150.7778,....., NSW,45,       ..,     ..
67103,67,CATTAI MITCHELL PARK ROAD,1988,1996,-33.5583,150.9161,....., NSW,10,       ..,     ..
67104,67,BOX HILL (MCCALL GARDENS),1990,  ..,-33.6542,150.8931,GPS, NSW,27,       ..,     ..
67105,67,RICHMOND RAAF,1993,  ..,-33.6004,150.7761,GPS, NSW,19,20,95753
67106,67,BERKSHIRE PARK FIRST RD,1992,1995,-33.6708,150.7972,....., NSW,25,       ..,     ..
67107,67,VARROVILLE (ST JAMES ROAD),1992,1998,-33.9928,150.8178,....., NSW,120,       ..,     ..
67108,67,BADGERYS CREEK AWS,1995,  ..,-33.8969,150.7281,GPS, NSW,81.2,82,94752
67109,67,BAULKHAM HILLS EUCALYPTUS CT,1992,  ..,-33.7678,150.9814,....., NSW,100,       ..,     ..
67110,67,SEVEN HILLS  (RADIO FM 103.2),1994,  ..,-33.7858,150.9236,....., NSW,80,       ..,     ..
67111,67,NORTH PARRAMATTA (BURNSIDE HOMES),1992,  ..,-33.7917,151.018,....., NSW,50,       ..,     ..
67112,67,NORTH ROCKS (MUIRFIELD GOLF CLUB),1992,  ..,-33.7672,151.0186,....., NSW,40,       ..,     ..
67113,67,PENRITH LAKES AWS,1995,  ..,-33.7195,150.6783,GPS, NSW,24.7,       ..,94763
67114,67,ABBOTSBURY (FAIRFIELD (CITY FARM)),1995,  ..,-33.8667,150.8611,....., NSW,75,       ..,     ..
67115,67,GLENMORE PARK  (CARTWRIGHT CL),1995,2009,-33.7826,150.6619,GPS, NSW,50,       ..,     ..
67116,67,WILLMOT (RESOLUTION AVE),1995,  ..,-33.7231,150.7997,....., NSW,30,       ..,     ..
67117,66,HOLSWORTHY CONTROL RANGE,1998,2014,-33.9795,150.9254,GPS, NSW,40,       ..,94762
67118,67,OAKHURST (LAWTON PLACE),1997,1999,-33.7431,150.8356,....., NSW,50,       ..,     ..
67119,67,HORSLEY PARK EQUESTRIAN CENTRE AWS,1997,  ..,-33.851,150.8567,GPS, NSW,100,       ..,94760
67120,67,HOXTON PARK (RANIERI PLACE),1998,2001,-33.9319,150.8553,GPS, NSW,30,       ..,     ..
68000,68,ALBION PARK POST OFFICE,1892,  ..,-34.5712,150.7761,GPS, NSW,8,       ..,     ..
68001,68,APPIN CHURCH ST,1917,1997,-34.2069,150.7931,....., NSW,255,       ..,     ..
68002,68,AVON DAM MWSDB,1919,1967,-34.35,150.6333,....., NSW,55,       ..,     ..
68003,68,BERRY MASONIC VILLAGE,1886,  ..,-34.781,150.6917,GPS, NSW,10,       ..,     ..
68004,68,MOUNT WARRIGAL (REDDALL PARADE),1999,2009,-34.5457,150.8375,GPS, NSW,10,       ..,     ..
68005,68,BOWRAL POST OFFICE,1885,1965,-34.5,150.4,....., NSW,661.7,       ..,     ..
68006,68,BELANGLO STATE FOREST,1940,1990,-34.5367,150.2528,....., NSW,686,       ..,     ..
68007,68,CAMDEN (BROWNLOW HILL),1882,  ..,-34.0254,150.6455,GPS, NSW,61,       ..,     ..
68008,68,BUNDANOON (BALLYMENA),1902,  ..,-34.6506,150.3103,GPS, NSW,688,       ..,     ..
68009,68,BURRAWANG (RANGE STREET),1891,  ..,-34.5961,150.5187,GPS, NSW,758,       ..,     ..
68010,68,BUXTON (GIRRAHWEEN),1935,1953,-34.3,150.5,....., NSW,365.8,       ..,     ..
68011,68,CAMDEN BOWLING CLUB,1883,1977,-34.05,150.7167,....., NSW,67.7,       ..,     ..
68012,68,CAMDEN MWSDB,1946,1970,-34.05,150.7,....., NSW,67,       ..,     ..
68013,68,MENANGLE JMAI,1861,1998,-34.1258,150.7375,....., NSW,80,       ..,     ..
68014,68,CAMPBELLTOWN 1,1845,1961,-34.0667,150.8,....., NSW,76.2,       ..,     ..
68015,68,CAMPBELLTOWN 2 MWSDB,1946,1970,-34.0667,150.8167,....., NSW,61,       ..,     ..
68016,68,CATARACT DAM,1904,2013,-34.2644,150.8062,GPS, NSW,340,       ..,     ..
68017,68,CATARACT RIVER,1883,1966,-34.2333,150.75,....., NSW,159,       ..,     ..
68018,68,CORDEAUX NO.1 DAM,1909,1967,-34.3333,150.7333,....., NSW,340.5,       ..,     ..
68019,68,CORDEAUX NO.2 DAM,1915,1967,-34.4333,150.7833,....., NSW,300,       ..,     ..
68020,68,CORDEAUX QUARTERS,1932,1967,-34.3333,150.75,....., NSW,330,       ..,     ..
68021,68,CROOKHAVEN HEADS,1904,1958,-34.9,150.7,....., NSW,         ..,       ..,     ..
68022,68,DAPTO BOWLING CLUB,1906,  ..,-34.5,150.7885,GPS, NSW,10,       ..,     ..
68023,68,DAPTO WEST (STANE DYKES),1898,1987,-34.4708,150.7736,....., NSW,42,       ..,     ..
68024,68,DARKES FOREST (KINTYRE),1894,  ..,-34.2272,150.9111,GPS, NSW,370,       ..,     ..
68025,68,EXETER,1908,1975,-34.6,150.3,....., NSW,710.5,       ..,     ..
68026,68,FOXGROUND (NESTOR FARM),1945,1967,-34.7167,150.7667,....., NSW,61,       ..,     ..
68027,68,GERRINGONG (MAYFLOWER VILLAGE),1895,2012,-34.7472,150.8211,GPS, NSW,20,       ..,     ..
68028,68,HELENSBURGH (SAWAN ST),1889,2007,-34.1908,150.9746,GPS, NSW,238,       ..,     ..
68029,68,KANGAROO VALLEY (BUDGONG),1999,  ..,-34.7796,150.4614,GPS, NSW,150,       ..,     ..
68030,68,MITTAGONG (HIGH RANGE),1945,2006,-34.3738,150.2999,GPS, NSW,735,       ..,     ..
68031,68,BURRUER (ILLAROO),1902,1963,-34.8667,150.45,....., NSW,         ..,       ..,     ..
68032,68,JAMBEROO (LORNA),1885,1963,-34.65,150.7833,....., NSW,10,       ..,     ..
68033,68,MITTAGONG (MARIST RILEYS FARM),1902,  ..,-34.4585,150.4931,GPS, NSW,610,       ..,     ..
68034,68,JERVIS BAY (POINT PERPENDICULAR LIGHTHOU,1899,2004,-35.0936,150.8048,GPS, NSW,85,83.4,     ..
68035,68,JAMBEROO (THE RIDGE),1992,  ..,-34.6642,150.7586,GPS, NSW,160,       ..,     ..
68036,68,KANGAROO VALLEY (MAIN RD),1914,  ..,-34.7358,150.5332,GPS, NSW,85,       ..,     ..
68037,68,KENNY HILL,1925,1970,-34.05,150.7667,....., NSW,107,       ..,     ..
68038,68,KIAMA BOWLING CLUB,1897,2011,-34.675,150.8519,GPS, NSW,10,       ..,     ..
68039,68,MADDENS CREEK,1907,1970,-34.25,150.9333,....., NSW,330,       ..,     ..
68040,68,MITTAGONG (MAGUIRES CROSSING),1928,1970,-34.4833,150.5333,....., NSW,58,       ..,     ..
68041,68,MENANGLE,1895,1952,-34.1,150.7,....., NSW,83.2,       ..,     ..
68042,68,MINTO 2,1928,1949,-34,150.8,....., NSW,         ..,       ..,     ..
68043,68,MINTO SURREY STREET,1889,1990,-34.0283,150.8433,....., NSW,43,       ..,     ..
68044,68,MITTAGONG (ALFRED STREET),1886,  ..,-34.4472,150.4566,GPS, NSW,635,       ..,     ..
68045,68,MOSS VALE (HOSKINS STREET),1870,  ..,-34.5444,150.3768,GPS, NSW,675,       ..,     ..
68046,68,MOUNT PLEASANT,1907,1964,-34.4,150.9,....., NSW,198.1,       ..,     ..
68047,68,NEPEAN DAM,1926,1970,-34.3333,150.6,....., NSW,560,       ..,     ..
68048,68,NOWRA TREATMENT WORKS,1896,  ..,-34.872,150.618,GPS, NSW,10,       ..,     ..
68049,68,OBRIENS GAP,1925,1954,-34.4,150.8,....., NSW,         ..,       ..,     ..
68050,68,ORANGEVILLE,1945,1957,-34,150.55,....., NSW,         ..,       ..,     ..
68051,68,PENROSE (PANORAMA),1900,1975,-34.6667,150.2333,....., NSW,646.2,       ..,     ..
68052,68,PICTON COUNCIL DEPOT,1880,  ..,-34.1685,150.6145,GPS, NSW,165,       ..,     ..
68053,68,PORT KEMBLA SIGNAL STATION,1950,  ..,-34.4772,150.9131,GPS, NSW,11,       ..,     ..
68054,68,ROBERTSON (CAALONG STREET),1890,  ..,-34.5845,150.5926,GPS, NSW,758,       ..,     ..
68055,68,ROBERTSON WATER SUPPLY,1902,1952,-34.6,150.6,....., NSW,         ..,       ..,     ..
68056,68,SHERBROOKE,1892,1970,-34.3,150.9,....., NSW,356.6,       ..,     ..
68057,68,SUBLIME POINT (TOOMA),1940,1967,-34.3167,150.9,....., NSW,399.3,       ..,     ..
68058,68,SUTTON FOREST (URALBA),1901,1966,-34.5667,150.35,....., NSW,658.4,       ..,     ..
68059,68,THE OAKS JOHN STREET,1912,1975,-34.0833,150.5833,....., NSW,290,       ..,     ..
68060,68,UNANDERRA,1903,1969,-34.4667,150.8333,....., NSW,12.2,       ..,     ..
68061,68,VIADUCT CREEK,1933,1968,-34.5167,150.7,....., NSW,549,       ..,     ..
68062,68,HIGH RANGE (WANGANDERRY),1921,2011,-34.3447,150.2676,GPS, NSW,740,       ..,     ..
68063,68,WATERFALL (GARRAWARRA H),1907,1970,-34.1667,150.9667,....., NSW,280,       ..,     ..
68064,68,WATERFALL,1933,1940,-34.15,151,....., NSW,         ..,       ..,     ..
68065,68,WEDDERBURN,1930,1971,-34.1667,150.8167,....., NSW,250,       ..,     ..
68066,68,WILTON,1869,1967,-34.2,150.6,....., NSW,174,       ..,     ..
68067,68,WINGELLO STATE FOREST,1940,1972,-34.7167,150.2,....., NSW,640.1,       ..,     ..
68068,68,WOLLONDILLY (BULLIO),1941,1988,-34.3472,150.15,....., NSW,675,       ..,     ..
68069,68,WOLLONGONG POST OFFICE,1870,1953,-34.4333,150.8833,....., NSW,30,       ..,     ..
68070,68,WORONORA DAM,1927,  ..,-34.1167,150.9333,....., NSW,177,       ..,     ..
68071,68,YERRINBOOL,1916,1970,-34.3667,150.55,....., NSW,500,       ..,     ..
68072,68,NOWRA RAN AIR STATION AWS,2000,  ..,-34.9469,150.5353,GPS, NSW,109,105,94750
68073,68,KANGALOOM E (GLEN MAVIS),1953,1979,-34.5167,150.5333,....., NSW,671,       ..,     ..
68074,68,WOLLONGONG (SMITHS HILL),1938,1972,-34.4333,150.9,....., NSW,15.2,       ..,     ..
68075,68,SUTTON FOREST (CHERRY TREE HILL),1956,1980,-34.55,150.2667,....., NSW,674,       ..,     ..
68076,68,NOWRA RAN AIR STATION,1942,2000,-34.9449,150.545,GPS, NSW,109,110,     ..
68077,68,KANGAROO VALLEY,1899,1919,-34.75,150.5,....., NSW,         ..,       ..,     ..
68078,68,HYMAS BEACH CYRUS STREET,1960,1974,-35.1,150.7,....., NSW,15,       ..,     ..
68079,68,JERVIS BAY NATURE RESERVE,1958,1993,-35.1319,150.7056,....., NSW,40,       ..,     ..
68080,68,GREENWELL POINT BOWLING CLUB,1960,  ..,-34.9158,150.7312,GPS, NSW,3,       ..,     ..
68081,68,CAMPBELLTOWN SWIMMING CENTRE,1959,1984,-34.0833,150.8167,....., NSW,75,       ..,     ..
68082,68,YALWAL,1903,1984,-34.9325,150.3867,....., NSW,110,       ..,     ..
68083,68,CULBURRA TREATMENT WORKS,1962,  ..,-34.9284,150.7482,GPS, NSW,15,       ..,     ..
68084,68,TERARA,1961,1965,-34.8667,150.6333,....., NSW,9.1,       ..,     ..
68085,68,NERRIGA (TOLWONG),1961,  ..,-34.8484,150.1353,GPS, NSW,600,       ..,     ..
68086,68,MOUNT KEIRA SCOUT CAMP,1944,1992,-34.4031,150.8433,....., NSW,310,       ..,     ..
68087,68,SPRING HILL (WARANA),1959,1967,-34.4333,150.5,....., NSW,         ..,       ..,     ..
68088,68,SANCTUARY POINT (SALINAS STREET),2000,  ..,-35.0938,150.6228,GPS, NSW,9,       ..,     ..
68089,68,JOADJA (GREENWALK),1959,2017,-34.4295,150.2354,GPS, NSW,725,       ..,     ..
68090,68,BANGADILLY,1959,1966,-34.4833,150.1167,....., NSW,64,       ..,     ..
68091,68,BERRIMA WEST POST OFFICE,1959,1969,-34.4833,150.2667,....., NSW,640.1,       ..,     ..
68092,68,BERRIMA (HILLVIEW),1959,1967,-34.4833,150.3667,....., NSW,762,       ..,     ..
68093,68,SUTTON FOREST (ELING FOREST),1945,2004,-34.5695,150.2576,GPS, NSW,658,       ..,     ..
68094,68,BRIDGEWATER,1959,1967,-34.6,150.2167,....., NSW,736.1,       ..,     ..
68095,68,CANYONLEIGH (MEGALONG),1959,1972,-34.55,150.15,....., NSW,701,       ..,     ..
68096,68,CANYONLEIGH (GLENCOE),1945,1980,-34.6,150.1167,....., NSW,594,       ..,     ..
68097,68,SPRING VALLEY (WINGELLO),1959,1963,-34.65,150.1333,....., NSW,609.6,       ..,     ..
68098,68,TUGALONG (MOSS VALE),1960,1966,-34.4,150.15,....., NSW,749.8,       ..,     ..
68099,68,BOYTON LEA,1960,1968,-34.4333,150.3333,....., NSW,670.6,       ..,     ..
68100,68,BUNDANOON (PLATTWOOD),1961,2012,-34.6519,150.3085,GPS, NSW,680,       ..,     ..
68101,68,BOWRAL  (RIVERSIDE),1961,2006,-34.5397,150.4785,GPS, NSW,665,       ..,     ..
68102,68,BOWRAL (PARRY DRIVE),1961,2015,-34.4869,150.4019,GPS, NSW,690,       ..,94747
68103,68,MOUNT KEIRA SUMMIT,1962,1966,-34.4,150.85,....., NSW,304.8,       ..,     ..
68104,68,TALLAWARRA POWER STATION,1962,1989,-34.5217,150.8083,....., NSW,10,       ..,     ..
68105,68,NOWRA COUNCIL OFFICES,1884,1935,-34.8833,150.6,....., NSW,7.9,       ..,     ..
68106,68,CLIFTON (COALCLIFF),1943,1998,-34.2453,150.9697,GPS, NSW,90,       ..,     ..
68107,68,COLEDALE RAILWAY STATION,1943,1984,-34.2833,150.95,....., NSW,40,       ..,     ..
68108,68,WOONONA (POPES RD),1886,  ..,-34.342,150.8999,GPS, NSW,45,       ..,     ..
68109,68,TALLONG (CAOURA),1919,1975,-34.7833,150.1667,....., NSW,616,       ..,     ..
68110,68,BERKELEY (NORTHCLIFFE DRIVE),1962,  ..,-34.483,150.8555,GPS, NSW,5,       ..,     ..
68111,68,BUDGONG,1962,1971,-34.7667,150.4833,....., NSW,475.5,       ..,     ..
68112,68,GARIE BEACH,1962,1985,-34.1667,151.0667,....., NSW,6,       ..,     ..
68113,68,DUNMORE (KURRAWONG),1962,1974,-34.6,150.85,....., NSW,12.2,       ..,     ..
68114,68,BUNDANOON (MERYLA),1962,1971,-34.6667,150.3667,....., NSW,625,       ..,     ..
68115,68,OCEAN VIEW (ROBERTSON),1962,1969,-34.5667,150.6167,....., NSW,792.5,       ..,     ..
68116,68,PHEASANTS GROUND,1962,1969,-34.6,150.65,....., NSW,563.9,       ..,     ..
68117,68,ROBERTSON (ST.ANTHONYS),1962,2005,-34.59,150.6085,GPS, NSW,760,       ..,     ..
68118,68,CAMBEWARRA (TAPI TALLIE),1962,1978,-34.8333,150.5333,....., NSW,76,       ..,     ..
68119,68,TOWRADGI,1962,1975,-34.3833,150.9,....., NSW,9.1,       ..,     ..
68120,68,WILTON POST OFFICE,1962,1980,-34.25,150.7,....., NSW,222,       ..,     ..
68121,68,YALLAH,1962,1973,-34.5333,150.7833,....., NSW,12.2,       ..,     ..
68122,68,CAWDOR (WOODBURN),1962,  ..,-34.1014,150.6444,GPS, NSW,132,       ..,     ..
68123,68,WINDANG BOWLING CLUB,1962,  ..,-34.5326,150.8679,GPS, NSW,5,       ..,     ..
68124,68,UPPER KANGAROO RIVER,1962,1992,-34.675,150.5917,....., NSW,170,       ..,     ..
68125,68,OAKDALE (COOYONG PARK),1963,  ..,-34.0904,150.5052,MAP 1:25 000, NSW,440,       ..,     ..
68126,68,NIDGEE STUD,1962,1972,-34.45,150.8167,....., NSW,131.1,       ..,     ..
68127,68,DOUGLAS PARK POST OFFICE,1962,1977,-34.1833,150.7167,....., NSW,122,       ..,     ..
68128,68,ALPINE,1962,1970,-34.4,150.5167,....., NSW,         ..,       ..,     ..
68129,68,ALBION PARK (PARKVALE),1962,1967,-34.6,150.75,....., NSW,         ..,       ..,     ..
68130,68,YALLAH (IANWYN),1962,1981,-34.5333,150.7167,....., NSW,85,       ..,     ..
68131,68,PORT KEMBLA (BSL CENTRAL LAB),1963,  ..,-34.4674,150.8813,GPS, NSW,9,       ..,     ..
68132,68,STANWELL PARK (HILLCREST),1963,1974,-34.2333,150.9833,....., NSW,76.2,       ..,     ..
68133,68,TAHMOOR POST OFFICE,1962,1974,-34.2167,150.6,....., NSW,269.7,       ..,     ..
68134,68,APPIN (STANHOPE),1888,1913,-34.2,150.7833,....., NSW,         ..,       ..,     ..
68135,68,BALMORAL,1889,1920,-34.3,150.55,....., NSW,         ..,       ..,     ..
68136,68,BOMADERRY,1903,1938,-34.85,150.6167,....., NSW,7.9,       ..,     ..
68137,68,BROGERS CREEK UPPER (COOKVILLE),1890,1930,-34.7,150.6833,....., NSW,         ..,       ..,     ..
68138,68,BROUGHTON VILLAGE,1909,1926,-34.3,150.7,....., NSW,         ..,       ..,     ..
68139,68,BROWNS MOUNTAIN,1903,1915,-34.8,150.5167,....., NSW,         ..,       ..,     ..
68140,68,CAPE ST GEORGE,1867,1899,-35.1667,150.7667,....., NSW,         ..,       ..,     ..
68141,68,CAWDOR,1896,1925,-34.0833,150.6667,....., NSW,         ..,       ..,     ..
68142,68,CORDEAUX RIVER,1871,1924,-34.3167,150.7333,....., NSW,         ..,       ..,     ..
68143,68,EXETER 1,1905,1916,-34.6,150.3,....., NSW,         ..,       ..,     ..
68144,68,GLENDON 2,1919,1948,-34.1,150.6,....., NSW,         ..,       ..,     ..
68145,68,ILKEY MOOR,1942,1948,-34.6,150.2,....., NSW,         ..,       ..,     ..
68146,68,KEMBLA HEIGHTS MWSDB,1956,1973,-34.4167,150.8167,....., NSW,320,       ..,     ..
68147,68,KEMBLA HEIGHTS 1,1895,1919,-34.4333,150.8,....., NSW,         ..,       ..,     ..
